dataset,architecture,condition,run_index,method,seed,maximum_epochs,realized_epochs,optimizer_steps,learning_rate,selection
hapt,bigru,clean,12,ordinary_learning_bigru,1103,25,25,25,0.01,native_weak_objective
hapt,bigru,clean,13,ordinary_learning_bigru,2207,25,23,23,0.01,native_weak_objective
hapt,bigru,clean,14,ordinary_learning_bigru,3301,25,25,25,0.01,native_weak_objective
hapt,bigru,clean,15,quotient_learning_bigru,1103,25,25,25,0.01,native_weak_objective
hapt,bigru,clean,16,quotient_learning_bigru,2207,25,23,23,0.01,native_weak_objective
hapt,bigru,clean,17,quotient_learning_bigru,3301,25,25,25,0.01,native_weak_objective
hapt,bigru,clean,18,ordinary_learning_bigru,1103,25,21,21,0.01,native_weak_objective
hapt,bigru,clean,19,ordinary_learning_bigru,2207,25,22,22,0.01,native_weak_objective
hapt,bigru,clean,20,ordinary_learning_bigru,3301,25,22,22,0.01,native_weak_objective
hapt,bigru,clean,21,quotient_learning_bigru,1103,25,21,21,0.01,native_weak_objective
hapt,bigru,clean,22,quotient_learning_bigru,2207,25,22,22,0.01,native_weak_objective
hapt,bigru,clean,23,quotient_learning_bigru,3301,25,22,22,0.01,native_weak_objective
hapt,bigru,clean,24,ordinary_learning_bigru,1103,25,25,25,0.01,native_weak_objective
hapt,bigru,clean,25,ordinary_learning_bigru,2207,25,25,25,0.01,native_weak_objective
hapt,bigru,clean,26,ordinary_learning_bigru,3301,25,25,25,0.01,native_weak_objective
hapt,bigru,clean,27,quotient_learning_bigru,1103,25,25,25,0.01,native_weak_objective
hapt,bigru,clean,28,quotient_learning_bigru,2207,25,25,25,0.01,native_weak_objective
hapt,bigru,clean,29,quotient_learning_bigru,3301,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,0,ordinary_learning_bigru,1103,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,1,ordinary_learning_bigru,2207,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,2,ordinary_learning_bigru,3301,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,3,quotient_learning_bigru,1103,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,4,quotient_learning_bigru,2207,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,5,quotient_learning_bigru,3301,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,6,ordinary_learning_bigru,1103,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,7,ordinary_learning_bigru,2207,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,8,ordinary_learning_bigru,3301,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,9,quotient_learning_bigru,1103,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,10,quotient_learning_bigru,2207,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,11,quotient_learning_bigru,3301,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,12,ordinary_learning_bigru,1103,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,13,ordinary_learning_bigru,2207,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,14,ordinary_learning_bigru,3301,25,24,24,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,15,quotient_learning_bigru,1103,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,16,quotient_learning_bigru,2207,25,23,23,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,17,quotient_learning_bigru,3301,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,18,ordinary_learning_bigru,1103,25,23,23,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,19,ordinary_learning_bigru,2207,25,21,21,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,20,ordinary_learning_bigru,3301,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,21,quotient_learning_bigru,1103,25,21,21,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,22,quotient_learning_bigru,2207,25,22,22,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,23,quotient_learning_bigru,3301,25,22,22,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,24,ordinary_learning_bigru,1103,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,25,ordinary_learning_bigru,2207,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,26,ordinary_learning_bigru,3301,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,27,quotient_learning_bigru,1103,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,28,quotient_learning_bigru,2207,25,25,25,0.01,native_weak_objective
hapt,bigru,five_copy_range_materialization,29,quotient_learning_bigru,3301,25,25,25,0.01,native_weak_objective
mhealth,bigru,clean,0,ordinary_learning_bigru,1103,25,13,13,0.01,native_weak_objective
mhealth,bigru,clean,1,ordinary_learning_bigru,2207,25,14,14,0.01,native_weak_objective
mhealth,bigru,clean,2,ordinary_learning_bigru,3301,25,15,15,0.01,native_weak_objective
mhealth,bigru,clean,3,quotient_learning_bigru,1103,25,13,13,0.01,native_weak_objective
mhealth,bigru,clean,4,quotient_learning_bigru,2207,25,14,14,0.01,native_weak_objective
mhealth,bigru,clean,5,quotient_learning_bigru,3301,25,15,15,0.01,native_weak_objective
mhealth,bigru,clean,6,ordinary_learning_bigru,1103,25,14,14,0.01,native_weak_objective
mhealth,bigru,clean,7,ordinary_learning_bigru,2207,25,12,12,0.01,native_weak_objective
mhealth,bigru,clean,8,ordinary_learning_bigru,3301,25,15,15,0.01,native_weak_objective
mhealth,bigru,clean,9,quotient_learning_bigru,1103,25,14,14,0.01,native_weak_objective
mhealth,bigru,clean,10,quotient_learning_bigru,2207,25,12,12,0.01,native_weak_objective
mhealth,bigru,clean,11,quotient_learning_bigru,3301,25,15,15,0.01,native_weak_objective
mhealth,bigru,clean,12,ordinary_learning_bigru,1103,25,12,12,0.01,native_weak_objective
mhealth,bigru,clean,13,ordinary_learning_bigru,2207,25,15,15,0.01,native_weak_objective
mhealth,bigru,clean,14,ordinary_learning_bigru,3301,25,15,15,0.01,native_weak_objective
mhealth,bigru,clean,15,quotient_learning_bigru,1103,25,12,12,0.01,native_weak_objective
mhealth,bigru,clean,16,quotient_learning_bigru,2207,25,15,15,0.01,native_weak_objective
mhealth,bigru,clean,17,quotient_learning_bigru,3301,25,15,15,0.01,native_weak_objective
mhealth,bigru,clean,18,ordinary_learning_bigru,1103,25,8,8,0.01,native_weak_objective
mhealth,bigru,clean,19,ordinary_learning_bigru,2207,25,9,9,0.01,native_weak_objective
mhealth,bigru,clean,20,ordinary_learning_bigru,3301,25,10,10,0.01,native_weak_objective
mhealth,bigru,clean,21,quotient_learning_bigru,1103,25,8,8,0.01,native_weak_objective
mhealth,bigru,clean,22,quotient_learning_bigru,2207,25,9,9,0.01,native_weak_objective
mhealth,bigru,clean,23,quotient_learning_bigru,3301,25,10,10,0.01,native_weak_objective
mhealth,bigru,clean,24,ordinary_learning_bigru,1103,25,8,8,0.01,native_weak_objective
mhealth,bigru,clean,25,ordinary_learning_bigru,2207,25,10,10,0.01,native_weak_objective
mhealth,bigru,clean,26,ordinary_learning_bigru,3301,25,9,9,0.01,native_weak_objective
mhealth,bigru,clean,27,quotient_learning_bigru,1103,25,8,8,0.01,native_weak_objective
mhealth,bigru,clean,28,quotient_learning_bigru,2207,25,10,10,0.01,native_weak_objective
mhealth,bigru,clean,29,quotient_learning_bigru,3301,25,9,9,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,0,ordinary_learning_bigru,1103,25,13,13,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,1,ordinary_learning_bigru,2207,25,16,16,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,2,ordinary_learning_bigru,3301,25,16,16,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,3,quotient_learning_bigru,1103,25,13,13,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,4,quotient_learning_bigru,2207,25,14,14,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,5,quotient_learning_bigru,3301,25,15,15,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,6,ordinary_learning_bigru,1103,25,12,12,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,7,ordinary_learning_bigru,2207,25,11,11,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,8,ordinary_learning_bigru,3301,25,14,14,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,9,quotient_learning_bigru,1103,25,14,14,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,10,quotient_learning_bigru,2207,25,12,12,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,11,quotient_learning_bigru,3301,25,15,15,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,12,ordinary_learning_bigru,1103,25,13,13,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,13,ordinary_learning_bigru,2207,25,14,14,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,14,ordinary_learning_bigru,3301,25,15,15,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,15,quotient_learning_bigru,1103,25,12,12,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,16,quotient_learning_bigru,2207,25,15,15,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,17,quotient_learning_bigru,3301,25,15,15,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,18,ordinary_learning_bigru,1103,25,9,9,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,19,ordinary_learning_bigru,2207,25,10,10,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,20,ordinary_learning_bigru,3301,25,10,10,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,21,quotient_learning_bigru,1103,25,8,8,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,22,quotient_learning_bigru,2207,25,9,9,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,23,quotient_learning_bigru,3301,25,10,10,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,24,ordinary_learning_bigru,1103,25,9,9,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,25,ordinary_learning_bigru,2207,25,10,10,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,26,ordinary_learning_bigru,3301,25,10,10,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,27,quotient_learning_bigru,1103,25,8,8,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,28,quotient_learning_bigru,2207,25,10,10,0.01,native_weak_objective
mhealth,bigru,five_copy_range_materialization,29,quotient_learning_bigru,3301,25,9,9,0.01,native_weak_objective
synthetic,bigru,clean,0,ordinary_learning_bigru,1103,25,17,17,0.01,native_weak_objective
synthetic,bigru,clean,1,ordinary_learning_bigru,2207,25,14,14,0.01,native_weak_objective
synthetic,bigru,clean,2,ordinary_learning_bigru,3301,25,17,17,0.01,native_weak_objective
synthetic,bigru,clean,3,quotient_learning_bigru,1103,25,17,17,0.01,native_weak_objective
synthetic,bigru,clean,4,quotient_learning_bigru,2207,25,14,14,0.01,native_weak_objective
synthetic,bigru,clean,5,quotient_learning_bigru,3301,25,17,17,0.01,native_weak_objective
synthetic,bigru,clean,6,ordinary_learning_bigru,1103,25,12,12,0.01,native_weak_objective
synthetic,bigru,clean,7,ordinary_learning_bigru,2207,25,12,12,0.01,native_weak_objective
synthetic,bigru,clean,8,ordinary_learning_bigru,3301,25,11,11,0.01,native_weak_objective
synthetic,bigru,clean,9,quotient_learning_bigru,1103,25,12,12,0.01,native_weak_objective
synthetic,bigru,clean,10,quotient_learning_bigru,2207,25,12,12,0.01,native_weak_objective
synthetic,bigru,clean,11,quotient_learning_bigru,3301,25,11,11,0.01,native_weak_objective
synthetic,bigru,clean,12,ordinary_learning_bigru,1103,25,14,14,0.01,native_weak_objective
synthetic,bigru,clean,13,ordinary_learning_bigru,2207,25,13,13,0.01,native_weak_objective
synthetic,bigru,clean,14,ordinary_learning_bigru,3301,25,12,12,0.01,native_weak_objective
synthetic,bigru,clean,15,quotient_learning_bigru,1103,25,14,14,0.01,native_weak_objective
synthetic,bigru,clean,16,quotient_learning_bigru,2207,25,13,13,0.01,native_weak_objective
synthetic,bigru,clean,17,quotient_learning_bigru,3301,25,12,12,0.01,native_weak_objective
synthetic,bigru,clean,18,ordinary_learning_bigru,1103,25,16,16,0.01,native_weak_objective
synthetic,bigru,clean,19,ordinary_learning_bigru,2207,25,15,15,0.01,native_weak_objective
synthetic,bigru,clean,20,ordinary_learning_bigru,3301,25,14,14,0.01,native_weak_objective
synthetic,bigru,clean,21,quotient_learning_bigru,1103,25,16,16,0.01,native_weak_objective
synthetic,bigru,clean,22,quotient_learning_bigru,2207,25,15,15,0.01,native_weak_objective
synthetic,bigru,clean,23,quotient_learning_bigru,3301,25,14,14,0.01,native_weak_objective
synthetic,bigru,clean,24,ordinary_learning_bigru,1103,25,13,13,0.01,native_weak_objective
synthetic,bigru,clean,25,ordinary_learning_bigru,2207,25,13,13,0.01,native_weak_objective
synthetic,bigru,clean,26,ordinary_learning_bigru,3301,25,13,13,0.01,native_weak_objective
synthetic,bigru,clean,27,quotient_learning_bigru,1103,25,13,13,0.01,native_weak_objective
synthetic,bigru,clean,28,quotient_learning_bigru,2207,25,13,13,0.01,native_weak_objective
synthetic,bigru,clean,29,quotient_learning_bigru,3301,25,13,13,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,0,ordinary_learning_bigru,1103,25,18,18,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,1,ordinary_learning_bigru,2207,25,13,13,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,2,ordinary_learning_bigru,3301,25,18,18,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,3,quotient_learning_bigru,1103,25,17,17,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,4,quotient_learning_bigru,2207,25,14,14,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,5,quotient_learning_bigru,3301,25,17,17,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,6,ordinary_learning_bigru,1103,25,12,12,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,7,ordinary_learning_bigru,2207,25,12,12,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,8,ordinary_learning_bigru,3301,25,11,11,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,9,quotient_learning_bigru,1103,25,12,12,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,10,quotient_learning_bigru,2207,25,12,12,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,11,quotient_learning_bigru,3301,25,11,11,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,12,ordinary_learning_bigru,1103,25,14,14,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,13,ordinary_learning_bigru,2207,25,14,14,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,14,ordinary_learning_bigru,3301,25,12,12,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,15,quotient_learning_bigru,1103,25,14,14,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,16,quotient_learning_bigru,2207,25,13,13,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,17,quotient_learning_bigru,3301,25,12,12,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,18,ordinary_learning_bigru,1103,25,16,16,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,19,ordinary_learning_bigru,2207,25,16,16,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,20,ordinary_learning_bigru,3301,25,15,15,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,21,quotient_learning_bigru,1103,25,16,16,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,22,quotient_learning_bigru,2207,25,15,15,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,23,quotient_learning_bigru,3301,25,14,14,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,24,ordinary_learning_bigru,1103,25,14,14,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,25,ordinary_learning_bigru,2207,25,14,14,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,26,ordinary_learning_bigru,3301,25,13,13,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,27,quotient_learning_bigru,1103,25,13,13,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,28,quotient_learning_bigru,2207,25,13,13,0.01,native_weak_objective
synthetic,bigru,five_copy_range_materialization,29,quotient_learning_bigru,3301,25,13,13,0.01,native_weak_objective
daphnet,tcn,clean,0,quotient_learning,1103,25,12,12,0.01,native_weak_objective
daphnet,tcn,clean,0,quotient_learning,2207,25,20,20,0.01,native_weak_objective
daphnet,tcn,clean,0,quotient_learning,3301,25,11,11,0.01,native_weak_objective
daphnet,tcn,clean,0,ordinary_learning,1103,25,12,12,0.01,native_weak_objective
daphnet,tcn,clean,0,ordinary_learning,2207,25,20,20,0.01,native_weak_objective
daphnet,tcn,clean,0,ordinary_learning,3301,25,11,11,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,0,quotient_learning,1103,25,12,12,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,0,quotient_learning,2207,25,20,20,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,0,quotient_learning,3301,25,11,11,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,0,ordinary_learning,1103,25,12,12,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,0,ordinary_learning,2207,25,12,12,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,0,ordinary_learning,3301,25,19,19,0.01,native_weak_objective
daphnet,tcn,clean,1,quotient_learning,1103,25,19,19,0.01,native_weak_objective
daphnet,tcn,clean,1,quotient_learning,2207,25,20,20,0.01,native_weak_objective
daphnet,tcn,clean,1,quotient_learning,3301,25,19,19,0.01,native_weak_objective
daphnet,tcn,clean,1,ordinary_learning,1103,25,19,19,0.01,native_weak_objective
daphnet,tcn,clean,1,ordinary_learning,2207,25,20,20,0.01,native_weak_objective
daphnet,tcn,clean,1,ordinary_learning,3301,25,19,19,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,1,quotient_learning,1103,25,19,19,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,1,quotient_learning,2207,25,20,20,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,1,quotient_learning,3301,25,19,19,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,1,ordinary_learning,1103,25,16,16,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,1,ordinary_learning,2207,25,22,22,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,1,ordinary_learning,3301,25,21,21,0.01,native_weak_objective
daphnet,tcn,clean,2,quotient_learning,1103,25,24,24,0.01,native_weak_objective
daphnet,tcn,clean,2,quotient_learning,2207,25,18,18,0.01,native_weak_objective
daphnet,tcn,clean,2,quotient_learning,3301,25,20,20,0.01,native_weak_objective
daphnet,tcn,clean,2,ordinary_learning,1103,25,24,24,0.01,native_weak_objective
daphnet,tcn,clean,2,ordinary_learning,2207,25,18,18,0.01,native_weak_objective
daphnet,tcn,clean,2,ordinary_learning,3301,25,20,20,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,2,quotient_learning,1103,25,24,24,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,2,quotient_learning,2207,25,18,18,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,2,quotient_learning,3301,25,20,20,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,2,ordinary_learning,1103,25,24,24,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,2,ordinary_learning,2207,25,11,11,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,2,ordinary_learning,3301,25,15,15,0.01,native_weak_objective
daphnet,tcn,clean,3,quotient_learning,1103,25,9,9,0.01,native_weak_objective
daphnet,tcn,clean,3,quotient_learning,2207,25,10,10,0.01,native_weak_objective
daphnet,tcn,clean,3,quotient_learning,3301,25,10,10,0.01,native_weak_objective
daphnet,tcn,clean,3,ordinary_learning,1103,25,9,9,0.01,native_weak_objective
daphnet,tcn,clean,3,ordinary_learning,2207,25,10,10,0.01,native_weak_objective
daphnet,tcn,clean,3,ordinary_learning,3301,25,10,10,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,3,quotient_learning,1103,25,9,9,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,3,quotient_learning,2207,25,10,10,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,3,quotient_learning,3301,25,10,10,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,3,ordinary_learning,1103,25,10,10,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,3,ordinary_learning,2207,25,11,11,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,3,ordinary_learning,3301,25,10,10,0.01,native_weak_objective
daphnet,tcn,clean,4,quotient_learning,1103,25,10,10,0.01,native_weak_objective
daphnet,tcn,clean,4,quotient_learning,2207,25,10,10,0.01,native_weak_objective
daphnet,tcn,clean,4,quotient_learning,3301,25,9,9,0.01,native_weak_objective
daphnet,tcn,clean,4,ordinary_learning,1103,25,10,10,0.01,native_weak_objective
daphnet,tcn,clean,4,ordinary_learning,2207,25,10,10,0.01,native_weak_objective
daphnet,tcn,clean,4,ordinary_learning,3301,25,9,9,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,4,quotient_learning,1103,25,10,10,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,4,quotient_learning,2207,25,10,10,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,4,quotient_learning,3301,25,9,9,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,4,ordinary_learning,1103,25,10,10,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,4,ordinary_learning,2207,25,11,11,0.01,native_weak_objective
daphnet,tcn,five_copy_range_materialization,4,ordinary_learning,3301,25,10,10,0.01,native_weak_objective
harth,tcn,clean,0,quotient_learning,1103,25,22,22,0.01,native_weak_objective
harth,tcn,clean,0,quotient_learning,2207,25,20,20,0.01,native_weak_objective
harth,tcn,clean,0,quotient_learning,3301,25,22,22,0.01,native_weak_objective
harth,tcn,clean,0,ordinary_learning,1103,25,22,22,0.01,native_weak_objective
harth,tcn,clean,0,ordinary_learning,2207,25,20,20,0.01,native_weak_objective
harth,tcn,clean,0,ordinary_learning,3301,25,22,22,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,0,quotient_learning,1103,25,22,22,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,0,quotient_learning,2207,25,20,20,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,0,quotient_learning,3301,25,22,22,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,0,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,0,ordinary_learning,2207,25,22,22,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,0,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,1,quotient_learning,1103,25,8,8,0.01,native_weak_objective
harth,tcn,clean,1,quotient_learning,2207,25,8,8,0.01,native_weak_objective
harth,tcn,clean,1,quotient_learning,3301,25,8,8,0.01,native_weak_objective
harth,tcn,clean,1,ordinary_learning,1103,25,8,8,0.01,native_weak_objective
harth,tcn,clean,1,ordinary_learning,2207,25,8,8,0.01,native_weak_objective
harth,tcn,clean,1,ordinary_learning,3301,25,8,8,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,1,quotient_learning,1103,25,8,8,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,1,quotient_learning,2207,25,8,8,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,1,quotient_learning,3301,25,8,8,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,1,ordinary_learning,1103,25,10,10,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,1,ordinary_learning,2207,25,10,10,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,1,ordinary_learning,3301,25,9,9,0.01,native_weak_objective
harth,tcn,clean,2,quotient_learning,1103,25,11,11,0.01,native_weak_objective
harth,tcn,clean,2,quotient_learning,2207,25,23,23,0.01,native_weak_objective
harth,tcn,clean,2,quotient_learning,3301,25,14,14,0.01,native_weak_objective
harth,tcn,clean,2,ordinary_learning,1103,25,11,11,0.01,native_weak_objective
harth,tcn,clean,2,ordinary_learning,2207,25,23,23,0.01,native_weak_objective
harth,tcn,clean,2,ordinary_learning,3301,25,14,14,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,2,quotient_learning,1103,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,2,quotient_learning,2207,25,23,23,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,2,quotient_learning,3301,25,14,14,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,2,ordinary_learning,1103,25,14,14,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,2,ordinary_learning,2207,25,14,14,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,2,ordinary_learning,3301,25,15,15,0.01,native_weak_objective
harth,tcn,clean,3,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,3,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,3,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,clean,3,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,3,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,3,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,3,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,3,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,3,quotient_learning,3301,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,3,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,3,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,3,ordinary_learning,3301,25,12,12,0.01,native_weak_objective
harth,tcn,clean,4,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,4,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,4,quotient_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,clean,4,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,clean,4,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,clean,4,ordinary_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,4,quotient_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,4,quotient_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,4,quotient_learning,3301,25,11,11,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,4,ordinary_learning,1103,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,4,ordinary_learning,2207,25,25,25,0.01,native_weak_objective
harth,tcn,five_copy_range_materialization,4,ordinary_learning,3301,25,25,25,0.01,native_weak_objective
